ano;regiao;codRegiao;UF;codUF;municipio;codMunicipio;entidade;codEntidade;matriculas_base
2023;Norte;1;RO;11;Porto Velho;1100205;EMEF CORA CORALINA;11003693;347.0
2023;Norte;1;RO;11;Porto Velho;1100205;EMEF OLYMPIA SALVATORE RIBEIRO;11003774;54.0
2023;Norte;1;RO;11;Porto Velho;1100205;EEEFM MARIA NAZARE DOS SANTOS;11003812;448.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;CEEJA PROFª DORALICE SALES CAVALCANTE;11003839;239.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEF ALUIZIO FERREIRA;11003901;
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEF ANTONIO DE OLIVEIRA;11003910;
2023;Norte;1;RO;11;Nova Mamoré;1100338;EEEFM CASIMIRO DE ABREU;11003979;861.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEF CORONEL JORGE TEIXEIRA DE OLIVEIRA;11003987;448.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EEIEF FRANCISCO MEIRELLES;11004053;86.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEF FRANCISCO SAMPAIO;11004061;
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEIF LUCIANA MARONARI;11004118;247.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEIF NAPOLEAO LOBO DE MIRANDA;11004169;37.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEIF OLAVO PIRES;11004185;25.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEIF PAULO CARRATH;11004207;9.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEIF ONORINA DE SOUZA;11004240;447.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EEEFM PROFESSOR SALOMAO SILVA;11004274;489.0
2023;Norte;1;RO;11;Nova Mamoré;1100338;EMEF TIRADENTES;11004312;
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EEEFM 15 DE OUTUBRO;11004347;667.0
2023;Norte;1;RO;11;Buritis;1100452;EEEFM BURITI;11004428;803.0
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EMEF CARAMURU;11004444;
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EMEIEF CASSIANO RICARDO;11004452;503.0
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EMEF GUIMARAES ROSA;11004541;
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EMEIF NOVA FLORESTA;11004606;35.0
2023;Norte;1;RO;11;Buritis;1100452;EMEF PADRE EZEQUIEL;11004630;
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;CEMEI CRECHE E ESCOLA MUNICIPAL DE ENSINO INFANTIL PAULO COELHO;11004649;74.0
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EMEF SALEM;11004703;
2023;Norte;1;RO;11;Campo Novo de Rondônia;1100700;EMEIEF TANCREDO NEVES II;11004738;139.0
2023;Norte;1;RO;11;Candeias do Jamari;1100809;EMEF JOAO SATIRO MENDONCA;11004770;
2023;Norte;1;RO;11;Candeias do Jamari;1100809;EMEF DOM JOAO BATISTA COSTA;11004860;496.0
2023;Norte;1;RO;11;Candeias do Jamari;1100809;EEEF JAIME BARCESSAT;11004894;668.0
2023;Norte;1;RO;11;Candeias do Jamari;1100809;EMEF PEQUENO PRINCIPE;11004940;
2023;Norte;1;RO;11;Candeias do Jamari;1100809;EEEFM CARLOS DRUMMOND DE ANDRADE;11005041;1208.0
2023;Norte;1;RO;11;Candeias do Jamari;1100809;EEEFM TEODORO DE ASSUNCAO;11005050;343.0
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;EMEF BOM JESUS DOS NAVEGANTES;11005092;
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;EMEF CECILIA MEIRELLES;11005122;71.0
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;EMEF DR CUSTODIO;11005165;439.0
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;ESCOLA MUNICIPAL MULTISSERIADA DE ENSINO FUNDAMENTAL MONTEIRO LOBATO;11005270;
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;EMEIEF SOSSEGO DA MAMAE;11005300;408.0
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;EEEFM PAULO FREIRE;11005360;916.0
2023;Norte;1;RO;11;Itapuã do Oeste;1101104;EMEI PEQUENO PRINCIPE;11005378;273.0
2023;Norte;1;RO;11;Costa Marques;1100080;CEEJA JOSE ALVES DE ALMEIDA;11005386;131.0
2023;Norte;1;RO;11;São Francisco do Guaporé;1101492;EEEFM CAMPOS SALES;11005475;851.0
2023;Norte;1;RO;11;Costa Marques;1100080;EMEF GOMES CARNEIRO;11005610;317.0
2023;Norte;1;RO;11;São Francisco do Guaporé;1101492;EPMEIF PEREIRA E CACERES;11005742;246.0
2023;Norte;1;RO;11;Costa Marques;1100080;EEEF RAIMUNDO DE OLIVEIRA MESQUITA;11005769;265.0
2023;Norte;1;RO;11;São Francisco do Guaporé;1101492;EMEF TIRADENTES;11005807;6.0
2023;Norte;1;RO;11;Costa Marques;1100080;EEEFM ANGELINA DOS ANJOS;11005823;603.0
2023;Norte;1;RO;11;Costa Marques;1100080;EMEIF JARDIM DE INFANCIA BEIJA FLOR;11005831;
2023;Norte;1;RO;11;Costa Marques;1100080;EMEIF GENERAL SAMPAIO;11005858;17.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEI BADER MASSUD JORGE;11005874;272.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF TIA CHIQUINHA;11005882;
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEF ABRAO KOOP;11005890;168.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EIEEFM ALEXANDRINA DO NASCIMENTO GOMES;11005912;85.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM X;11005939;857.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF ALMIRANTE TAMANDARE;11005947;154.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EMEIEF CANDIDA MARIA MOURA DE PAULA;11005971;283.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;EEEF CAPITAO GODOY;11005980;496.0
2023;Norte;1;RO;11;Guajará-Mirim;1100106;CEEJA DR CLAUDIO FIALHO;11006013;428.0
